epoch,reward
0,-0.046279087806277326
1,-0.0565114128498307
2,-0.04478437249112369
3,-0.047420125846945535
4,-0.04979283708862662
5,-0.052870576897442345
6,-0.05164031322257119
7,-0.05060184054020864
8,-0.04108850608049496
9,-0.04492327535061393
10,-0.04076647571222037
11,-0.05304770200961324
12,-0.04004553988692701
13,-0.039942321559283
14,-0.043641966353205885
15,-0.05031674825326571
16,-0.055959567135953237
17,-0.041929345575903956
18,-0.04536008321610175
19,-0.06744890640005034
20,-0.0543044849395432
21,-0.05223684491887161
22,-0.036784306186974244
23,-0.036133448347920524
24,-0.043060764290120485
25,-0.040181031900530836
26,-0.048220745170194465
27,-0.04200981793947388
28,-0.050463090909673027
29,-0.03648383964804655
30,-0.0442246155331801
31,-0.052354142642165716
32,-0.040233839860572114
33,-0.03365598127865994
34,-0.05144551782766572
35,-0.04211382823866748
36,-0.05121611054714807
37,-0.04970184730231544
38,-0.047768586832540046
39,-0.047465283078756776
40,-0.04074219270431995
41,-0.04509894897100319
42,-0.04215635094346671
43,-0.04924030635400365
44,-0.04518687895321996
45,-0.0383189786176575
46,-0.04425088047385215
47,-0.05069593768663199
48,-0.03886768036900066
49,-0.042468808944475966
50,-0.04359659201846106
51,-0.047026411425478906
52,-0.04150616614260269
53,-0.061009142485081734
54,-0.046155502957017217
55,-0.04088048440073724
56,-0.06024374379495979
57,-0.04741830122564532
58,-0.03587053405691412
59,-0.03849309968517886
60,-0.04100857693073055
61,-0.05251822085207215
62,-0.040614979880703506
63,-0.04766331280692758
64,-0.035953475967634235
65,-0.03749821336943554
66,-0.04354714297875031
67,-0.04849899416115227
68,-0.04557730475371192
69,-0.04738877013863036
70,-0.038154015334393526
71,-0.03479804247569319
72,-0.045804031987076436
73,-0.045454892970869645
74,-0.05085993834377921
75,-0.042979943915243284
76,-0.04994998887863318
77,-0.04251007371852989
78,-0.046549773915326935
79,-0.036663154284613475
80,-0.03565019051961283
81,-0.034167020807641245
82,-0.05308916653631901
83,-0.04692398604768522
84,-0.04241794496642849
85,-0.044444558685094115
86,-0.03963423288126059
87,-0.039409957701548974
88,-0.05796436488724068
89,-0.04840500622699658
90,-0.05197614123391169
91,-0.04064315439223123
92,-0.03720926265560477
93,-0.05377002342023445
94,-0.046808531819066926
95,-0.044712306191338105
96,-0.04469798122125013
97,-0.0411114362722586
98,-0.038331962363763565
99,-0.035557513754217826
100,-0.04390957488932754
101,-0.04459720836391838
102,-0.03763556086527277
103,-0.041173810690438864
104,-0.0343231506722499
105,-0.04302829370225681
106,-0.038753004721779644
107,-0.036244393100316186
108,-0.03990776062027882
109,-0.05198028109824551
110,-0.0435511676275091
111,-0.04102796398658061
112,-0.046668816023254164
113,-0.04617225434773562
114,-0.040999980839241376
115,-0.04394467555887559
116,-0.04106529855245478
117,-0.033439545708723345
118,-0.04005031448099888
119,-0.04712595236114488
120,-0.049864958272286874
121,-0.03652949792861662
122,-0.04248913025299415
123,-0.03960733529345803
124,-0.04285185007432843
125,-0.050956081399158304
126,-0.050268260195397985
127,-0.04147343764755669
128,-0.03999285135009832
129,-0.049839158501680574
130,-0.042953502707724446
131,-0.04065824179498107
132,-0.0486396555783266
133,-0.05136378207247185
134,-0.051128779274464
135,-0.05680485318734728
136,-0.04325694931092075
137,-0.04444711499203529
138,-0.048505329221877044
139,-0.042999465337684624
140,-0.03575962138789041
141,-0.03603558049509366
142,-0.04018293312034186
143,-0.04033470010224068
144,-0.038561142551478536
145,-0.04883765791166223
146,-0.04168502601491579
147,-0.036705661143177616
148,-0.04865328576679672
149,-0.04292803154258352
150,-0.04661428463896455
151,-0.047014046065964744
152,-0.044747285077456046
153,-0.04795097186175499
154,-0.052725652097287065
155,-0.05335930225910285
156,-0.04070236153202013
157,-0.036940481526606075
158,-0.04685053097128727
159,-0.04819603203457854
160,-0.03736154156225185
161,-0.038988973848561585
162,-0.04030300091062034
163,-0.04340307852513398
164,-0.035674856209865546
165,-0.04253508719425296
166,-0.0358821530367399
167,-0.037182042286612774
168,-0.03987123447860833
169,-0.04534949180353086
170,-0.048417849756064946
171,-0.047277344146177555
172,-0.045799174566991736
173,-0.04590674720203484
174,-0.04329984929426661
175,-0.043733786789447
176,-0.03890847321341239
177,-0.042930690626785804
178,-0.049448203680489466
179,-0.04318414233297908
180,-0.04839410739486175
181,-0.04764990864003467
182,-0.03861011734806049
183,-0.042413717226607806
184,-0.04525779119990272
185,-0.05268784473824437
186,-0.04119405132093001
187,-0.039380967868482414
188,-0.0416381075618984
189,-0.04572222618010609
190,-0.04340979404516912
191,-0.037337399747884845
192,-0.05321615376032409
193,-0.04404510102180544
194,-0.03877936767349663
195,-0.04736055322570397
196,-0.0540152203307744
197,-0.04810245364655866
198,-0.03341575254815998
199,-0.04563324329420384
200,-0.04177026344445606
201,-0.04460838964255815
202,-0.04295179430277905
203,-0.03992636721425389
204,-0.04956085622904401
205,-0.04431158037486614
206,-0.04426988141206284
207,-0.043358989763119145
208,-0.05128463248457568
209,-0.04341804057747997
210,-0.04116723006584007
211,-0.04826414650858185
212,-0.037058757931100354
213,-0.04650967741116234
214,-0.04217482165041292
215,-0.045335667523615696
216,-0.0399411146850293
217,-0.03891753415464023
218,-0.03822823026240565
219,-0.039716660752619794
220,-0.046314119993049144
221,-0.04413453949612695
222,-0.04116011503344545
223,-0.051679638890149766
224,-0.04279736971153367
225,-0.040535940450644715
226,-0.05176635694584251
227,-0.048261493850361215
228,-0.04241395082643764
229,-0.04507038775617129
230,-0.039239601959632
231,-0.040042016034362776
232,-0.05687429736942374
233,-0.039796633160159786
234,-0.04429403645138512
235,-0.05489289493177057
236,-0.05070454153223899
237,-0.04845096236674748
238,-0.04637998757515496
239,-0.05512126625304421
240,-0.0392347462528951
241,-0.04295774682093724
242,-0.04323788461902396
243,-0.04631418956200185
244,-0.04298554822935455
245,-0.04616926408712645
246,-0.041460968376902274
247,-0.049868961022724034
248,-0.04441546491462127
249,-0.04884331960229035
250,-0.0435640220293751
251,-0.0499722052306914
252,-0.034641053240910394
253,-0.03856432929684483
254,-0.05526468944543623
255,-0.040115172374882595
256,-0.048142378353926304
257,-0.047694067301783424
258,-0.04621799673867983
259,-0.04732093605719385
260,-0.03815083357450637
261,-0.05273314848483494
262,-0.046698625916363666
263,-0.048989564331163166
264,-0.055021625948651634
265,-0.03881762084095624
266,-0.04388163482267022
267,-0.04537225438335346
268,-0.04203190773411697
269,-0.03729942823736067
270,-0.04230651120757392
271,-0.038405585996949466
272,-0.04016484543833371
273,-0.04275530873789039
274,-0.039407888329671355
275,-0.046254740953981376
276,-0.03287793930785807
277,-0.03082999116303822
278,-0.04714021816609465
279,-0.042459887289567955
280,-0.03773571222321607
281,-0.04028148461931057
282,-0.04045113514069761
283,-0.056628441901714385
284,-0.044477763688121244
285,-0.04404850988131303
286,-0.05149022581714968
287,-0.039677510697914115
288,-0.043331881985165355
289,-0.04763107774456342
290,-0.04656675985901801
291,-0.052380594235813246
292,-0.04031299531172725
293,-0.04479951247874173
294,-0.044490718695607404
295,-0.03922638985552741
296,-0.04494349048258456
297,-0.038502173166691446
298,-0.048983637526861745
299,-0.040871168066011494
300,-0.04798729801520181
301,-0.045616540521706835
302,-0.04950231965494035
303,-0.04431983925276024
304,-0.04361347363541585
305,-0.04241801348703249
306,-0.04008461155260226
307,-0.05420384482985847
308,-0.042597039375470554
309,-0.04291709452212077
310,-0.04574552173870278
311,-0.04519555176749631
312,-0.03637466026756722
313,-0.048596918393874054
314,-0.045919695898879814
315,-0.04551403941275515
316,-0.03250986690056993
317,-0.05289163078733697
318,-0.04352820504978386
319,-0.035380329696080196
320,-0.042558462105339756
321,-0.039805947213328106
322,-0.04974735302797003
323,-0.04777575887573774
324,-0.039069768897139735
325,-0.045615059475241276
326,-0.04306814651973457
327,-0.04088425967176615
328,-0.03399865642347107
329,-0.04042774142024069
330,-0.037558548944981285
331,-0.038949660035547846
332,-0.0438385637610641
333,-0.03835393452347375
334,-0.042712414391868604
335,-0.045229100427826484
336,-0.036590226271272536
337,-0.046831272404208875
338,-0.03943529021950009
339,-0.04172614526508876
340,-0.04313115893467002
341,-0.05314581750079465
342,-0.04314053443557217
343,-0.04665758209333784
344,-0.045756644661398824
345,-0.050589189977199814
346,-0.03679293180894008
347,-0.05498171272340748
348,-0.04874165176739651
349,-0.05497184043893026
350,-0.03629051558065248
351,-0.03815066074402982
352,-0.04283733485692016
353,-0.04903962968275121
354,-0.0429087146373213
355,-0.03515743033377563
356,-0.06060293212066715
357,-0.040763908281534804
358,-0.03361336621600383
359,-0.05076492986520132
360,-0.04409608257279468
361,-0.037757449061330904
362,-0.03993212985222371
363,-0.04538662833880335
364,-0.035559243638031354
365,-0.04967022445744283
366,-0.045402490429728146
367,-0.051818115744482654
368,-0.045310618719227175
369,-0.042433992841170616
370,-0.045648718523993256
371,-0.03606377996375298
372,-0.058053876465945176
373,-0.03863648300505233
374,-0.046861078556354886
375,-0.039537792719680394
376,-0.035246074627488334
377,-0.041614915063176994
378,-0.049513323602379505
379,-0.03659495950823419
380,-0.0388132807233652
381,-0.03986515067587104
382,-0.04478333971987329
383,-0.0486355467630013
384,-0.0413879417604264
385,-0.04594610724354785
386,-0.04701096847653389
387,-0.05186978867445237
388,-0.04837598801424813
389,-0.04192986659812709
390,-0.053286322836501865
391,-0.03781509953187541
392,-0.037120827323645196
393,-0.041553032473038924
394,-0.04620636715957318
395,-0.03949555030087162
396,-0.04143231041325933
397,-0.03647762612486071
398,-0.05156469090628076
399,-0.04050565041515594
400,-0.043081983144099896
401,-0.057882104341840615
402,-0.045235484094598724
403,-0.04059984045388927
404,-0.03885472575590388
405,-0.0451000945676533
406,-0.042711499502971546
407,-0.04440055089758581
408,-0.043773054294197804
409,-0.04790399236951688
410,-0.038760068863751065
411,-0.04594712525039313
412,-0.03961882782004246
413,-0.04696061992520028
414,-0.03652830484990378
415,-0.038792589683269985
416,-0.04633419676699428
417,-0.046805084037929406
418,-0.048607089441691315
419,-0.04786914416182973
420,-0.03549099222689901
421,-0.043539576294561184
422,-0.04594668485221906
423,-0.04040903822461811
424,-0.037447451669800104
425,-0.034942661968753445
426,-0.04234088382970455
427,-0.036898904261945385
428,-0.036906523562041695
429,-0.03816810052405068
430,-0.039670780572766476
431,-0.050436465481666845
432,-0.04479823265171729
433,-0.05459670085626442
434,-0.039846161053186044
435,-0.043941218971763576
436,-0.054224631283411685
437,-0.04092204184728163
438,-0.039922857161984744
439,-0.0454867984495947
440,-0.04221757790251365
441,-0.04254336601483209
442,-0.036531991925724996
443,-0.04058377392706549
444,-0.04772566264706457
445,-0.046260755312902385
446,-0.04816830820077444
447,-0.04288573520564739
448,-0.03897368373253275
449,-0.03972034342561727
450,-0.04411280068181027
451,-0.039356804969095924
452,-0.05478681564584884
453,-0.051250615369221285
454,-0.045592384721116215
455,-0.05389362765419958
456,-0.06083480800167262
457,-0.050171439671547184
458,-0.05117604912060898
459,-0.03982661434997261
460,-0.050333845372732514
461,-0.04561655060949753
462,-0.04141924960716777
463,-0.042578367254544225
464,-0.044447326114208964
465,-0.048729754739040884
466,-0.04205776838184865
467,-0.047398285807059896
468,-0.03966256264626489
469,-0.03943194600121269
470,-0.042159753856122625
471,-0.05175946856761281
472,-0.042616444114956596
473,-0.036026204041601506
474,-0.04771403676320613
475,-0.04903630538534711
476,-0.04725474127431206
477,-0.040155921273548674
478,-0.04475553137824862
479,-0.04428857359748107
480,-0.050733689614883365
481,-0.04747845255299375
482,-0.032946031381386395
483,-0.041689931311633496
484,-0.03694473502801417
485,-0.031292298918399825
486,-0.054838158401626556
487,-0.03808443519449715
488,-0.04090534381101884
489,-0.041726615742983406
490,-0.05259240553801025
491,-0.038157436045766685
492,-0.054183150929450995
493,-0.03971282470492756
494,-0.04371362370525312
495,-0.056044583304434646
496,-0.04517222668400782
497,-0.05040076635215316
498,-0.0419018371580445
499,-0.04323973106336146
500,-0.039594270804760544
501,-0.04379298179834508
502,-0.0500208837489432
503,-0.03700264843867618
504,-0.04589014299770427
505,-0.04554917062091681
506,-0.04923728718853476
507,-0.04263721665370314
508,-0.043271244891921405
509,-0.04518754371336781
510,-0.04394182368327931
511,-0.0458321174886975
512,-0.04511962159480268
513,-0.041223632879465226
514,-0.04058958535274675
515,-0.046855593265036063
516,-0.03756597514224627
517,-0.04006877753938151
518,-0.04641346360130562
519,-0.039712874498271114
520,-0.03664510565277757
521,-0.043154107170079344
522,-0.04601979284086147
523,-0.04455030043409613
524,-0.042781165553207656
525,-0.042725150534220616
526,-0.040508064068235504
527,-0.04687276896401424
528,-0.0417631915316623
529,-0.040679016513422976
530,-0.04378399018624734
531,-0.04101633516563489
532,-0.0470272427427308
533,-0.0431058309768045
534,-0.03725342377887683
535,-0.05243768898708979
536,-0.04222986087000132
537,-0.03886236234296347
538,-0.03883573878690845
539,-0.041308070847021636
540,-0.04499130834561997
541,-0.052977084936919036
542,-0.039295016256065386
543,-0.035098067111757156
544,-0.038408329411126006
545,-0.03193617890638841
546,-0.04810200083839712
547,-0.039213892750411615
548,-0.041397155364753316
549,-0.03894171296383753
550,-0.038089015350452206
551,-0.05587984014119833
552,-0.05033514374333459
553,-0.037274428060192585
554,-0.04333426543601779
555,-0.045640013168374315
556,-0.0416392677520942
557,-0.03826826949399246
558,-0.04347757639724668
559,-0.046472072082195094
560,-0.04208473324742876
561,-0.04404864475220479
562,-0.0400855266057313
563,-0.045089019216978096
564,-0.038377487605603486
565,-0.04529324198697857
566,-0.03914219310335491
567,-0.03651382567527149
568,-0.060234691113833956
569,-0.032105052905684286
570,-0.04649572675323711
571,-0.05136245818249783
572,-0.04140008594209678
573,-0.03940680049454546
574,-0.038355614430487975
575,-0.039210157335444584
576,-0.03955399298074755
577,-0.04097385096774482
578,-0.0462661961461943
579,-0.04505702788827683
580,-0.04107592953892134
581,-0.0460173875324766
582,-0.0458153502712132
583,-0.0400547427095394
584,-0.04641369248161701
585,-0.04743589829926145
586,-0.051637289816061464
587,-0.04582373941813816
588,-0.041590495368183225
589,-0.04743319358730231
590,-0.04130738183321165
591,-0.055320394183718244
592,-0.0470229302176647
593,-0.041157944865456354
594,-0.044851198273297685
595,-0.046678371662409956
596,-0.03372990287396509
597,-0.04092591950860839
598,-0.04389062149115707
599,-0.04701711368652993
600,-0.03620376345204151
601,-0.047263163007508185
602,-0.031697028406397196
603,-0.04346379771486514
604,-0.03882227877733389
605,-0.0370228221720704
606,-0.04855528479493344
607,-0.0379676234296469
608,-0.04834323555441291
609,-0.05127851879139139
610,-0.04489233338614624
611,-0.03507050453616541
612,-0.047502660402548504
613,-0.038020868624838264
614,-0.045675089371401655
615,-0.038791088288976344
616,-0.03737345028430688
617,-0.040954541244942966
618,-0.043734002203290476
619,-0.04033754923655809
620,-0.045587335525765306
621,-0.043038333517109346
622,-0.04409657495867821
623,-0.035800720167637405
624,-0.044854383683667606
625,-0.04155055332410269
626,-0.04633722806440943
627,-0.036194133064660114
628,-0.044382575985175
629,-0.046624623674842595
630,-0.051594874913958456
631,-0.04949142219117078
632,-0.04152300834449652
633,-0.04686692314906554
634,-0.04449504947326942
635,-0.04573989246029067
636,-0.04580755757313222
637,-0.0514416754389111
638,-0.041747657581576794
639,-0.043499373319375145
640,-0.04267637007650645
641,-0.05091376257724074
642,-0.041544352494540825
643,-0.045641539316321866
644,-0.044648647160330214
645,-0.04283611742524391
646,-0.038871624776327385
647,-0.03882436315681114
648,-0.03733590361808531
649,-0.045383058647686776
650,-0.05216631815003617
651,-0.04251329461312354
652,-0.03858798058852907
653,-0.04200982306231687
654,-0.03814761659786847
655,-0.041904353799188415
656,-0.03897036552893401
657,-0.0464412221865897
658,-0.04323294195412211
659,-0.03635004260869597
660,-0.0396112305260554
661,-0.03902769018428582
662,-0.04499322594002952
663,-0.04174569015139056
664,-0.04961589249586371
665,-0.046579869643466054
666,-0.04025606953923958
667,-0.03926249278673982
668,-0.04060605798360977
669,-0.04415204991294254
670,-0.034128375292090146
671,-0.04234238534163069
672,-0.0465239724061817
673,-0.03959287013861764
674,-0.040491306367670066
675,-0.049203448147881294
676,-0.03667562943625204
677,-0.04362786627648595
678,-0.03873090417654725
679,-0.04398280317793656
680,-0.0359174409718297
681,-0.0414861961589501
682,-0.03834173634860889
683,-0.04822752967001639
684,-0.041282721448926446
685,-0.045085275867722235
686,-0.045125837863816166
687,-0.045894448485202244
688,-0.04965384230984047
689,-0.03502383397854745
690,-0.04056096255238007
691,-0.055926837529322905
692,-0.05201678418579234
693,-0.03602567794284272
694,-0.041747085535391464
695,-0.04358746642018474
696,-0.04096504514248899
697,-0.036612351886774835
698,-0.04491487289289698
699,-0.04347905305594028
700,-0.045603693551247715
701,-0.0488951079126041
702,-0.0398968412579021
703,-0.041577093184818614
704,-0.03887865307115298
705,-0.03771545673725339
706,-0.04916060277827256
707,-0.05478109420235222
708,-0.047638017473394315
709,-0.044263792139406115
710,-0.04068847108125266
711,-0.0456407130925733
712,-0.0388598727036925
713,-0.04614653382431404
714,-0.04547664514465505
715,-0.04048282242226053
716,-0.04224756174043319
717,-0.05036451871843485
718,-0.034428172118991705
719,-0.050304340576030254
720,-0.03788470978606003
721,-0.047609898303960334
722,-0.04083041615129267
723,-0.05242996870886835
724,-0.037735192766734066
725,-0.04680994448465518
726,-0.03932961052464612
727,-0.034261857941046234
728,-0.036010678972047884
729,-0.045503614502233704
730,-0.044106705297271856
731,-0.041190228386239085
732,-0.03741626899120004
733,-0.04083537790543281
734,-0.04105784035428894
735,-0.0479294341742483
736,-0.038446423460817836
737,-0.04017529573852982
738,-0.052462627588862866
739,-0.042009155625971475
740,-0.0433153581904243
741,-0.038459496775269504
742,-0.04992575613036573
743,-0.04027483272028946
744,-0.059091710839857606
745,-0.04284810982723128
746,-0.042972616510503485
747,-0.05415973744078273
748,-0.038678196540917496
749,-0.04233291670745328
750,-0.05600013128980612
751,-0.041351928646703104
752,-0.04906830405070232
753,-0.04483880419133027
754,-0.03935397983630498
755,-0.03994907026364173
756,-0.04217658402906781
757,-0.04731663790551461
758,-0.04754121828002314
759,-0.04248461953144785
760,-0.04970558861908981
761,-0.03753581647321481
762,-0.037704992082009184
763,-0.057392955747870136
764,-0.03699691116361941
765,-0.03703717137373896
766,-0.042458486022485094
767,-0.03787807490437189
768,-0.053827797853052625
769,-0.03574354480453272
770,-0.04098738628672425
771,-0.040380517203836036
772,-0.0372457373253397
773,-0.05839290613056498
774,-0.04515792437513431
775,-0.043169590612716496
776,-0.04298409134789312
777,-0.03415687858981554
778,-0.05669233176871008
779,-0.048572637012096215
780,-0.05195553108019994
781,-0.04100335857501088
782,-0.0446489768717717
783,-0.03991336038095968
784,-0.04303201840661788
785,-0.04148918421661645
786,-0.039213636318446564
787,-0.04605764785288912
788,-0.045125049029976896
789,-0.036016910285289125
790,-0.040563100399897585
791,-0.04284292030387572
792,-0.04248486436454267
793,-0.04156520167474271
794,-0.039745421820456206
795,-0.046888769826470035
796,-0.046546255708700954
797,-0.04087871153613483
798,-0.053680803082194556
799,-0.03544533364431815
800,-0.036600583084509065
801,-0.03310125928675101
802,-0.04520604959373673
803,-0.0420629780168241
804,-0.04092256709739415
805,-0.04400476067596797
806,-0.04625931746461829
807,-0.03830063708238014
808,-0.03864744341943647
809,-0.03728991476616497
810,-0.04912873178961957
811,-0.04396094504618928
812,-0.042619544476185725
813,-0.043622810480332924
814,-0.04121835933142159
815,-0.04311188759495473
816,-0.03610544197572812
817,-0.039123698074477055
818,-0.03929187052486748
819,-0.04234074187191556
820,-0.04330924476147429
821,-0.04161936493120619
822,-0.04669477328175664
823,-0.04746034854868687
824,-0.044887126555124925
825,-0.04262916976715663
826,-0.04634633489267916
827,-0.03639213076794968
828,-0.044424365258702254
829,-0.034009860450432104
830,-0.046849429649078574
831,-0.04666116791078492
832,-0.043420276128090796
833,-0.04247309807588428
834,-0.033322250865836095
835,-0.04318315092204097
836,-0.04490005508483346
837,-0.03807248180635356
838,-0.048824976267527104
839,-0.04169752378038094
840,-0.04354209820410916
841,-0.037316107403352505
842,-0.04160288702564924
843,-0.04616838755947899
844,-0.038064342515987726
845,-0.04181097765140472
846,-0.0415118313074112
847,-0.05125630112676986
848,-0.04562203127693215
849,-0.037756041059726755
850,-0.03854592908960847
851,-0.04259674984595869
852,-0.05167499941965678
853,-0.05341815664037656
854,-0.04796395150407883
855,-0.037306838463386574
856,-0.0460250220464104
857,-0.044653772781470355
858,-0.06177172183507198
859,-0.051160907595573624
860,-0.03316652701854443
861,-0.03499792984653412
862,-0.03700030254270242
863,-0.04342022538368086
864,-0.04866869812261521
865,-0.03456743308833451
866,-0.046767571755389134
867,-0.03636621907479796
868,-0.041349921863906236
869,-0.0514035308008915
870,-0.03841150576973341
871,-0.04134999428639568
872,-0.03167989648562232
873,-0.030460621302331365
874,-0.040872532039025286
875,-0.04742981641031333
876,-0.04422070519462754
877,-0.03893019575773041
878,-0.04489957692162157
879,-0.05089256167043177
880,-0.04435234841828786
881,-0.04741084519594377
882,-0.041921444552098557
883,-0.032206376301055134
884,-0.046256693045398575
885,-0.047797628093771645
886,-0.038966884591246094
887,-0.04636654199129444
888,-0.04841774323493167
889,-0.04582755222761368
890,-0.040890932796658945
891,-0.048035116833206666
892,-0.03973963785528405
893,-0.04351532041606463
894,-0.03647827604297479
895,-0.04237931775399035
896,-0.047411609736334806
897,-0.0383586711625611
898,-0.038452452391805496
899,-0.03915843499620845
900,-0.03970156546027457
901,-0.04738275970065323
902,-0.03745690247723226
903,-0.0392388875075362
904,-0.04550247990630366
905,-0.039829354704632815
906,-0.042784974716031425
907,-0.048545921912278134
908,-0.05438623414995551
909,-0.03338239919438741
910,-0.053974034249193316
911,-0.046899140493262215
912,-0.053564262354356774
913,-0.0389501820881849
914,-0.04698057176023159
915,-0.05082199600884175
916,-0.04302556872511684
917,-0.05040779347454066
918,-0.04679722323795309
919,-0.045584543164276965
920,-0.03724373769136125
921,-0.049008007228404975
922,-0.03492012936303171
923,-0.038842197630567746
924,-0.04283491013822919
925,-0.05178837275602879
926,-0.032972196350709984
927,-0.035226212141600474
928,-0.04171212277256339
929,-0.044479905510530236
930,-0.037548616127155286
931,-0.041461452277406816
932,-0.06053106108996662
933,-0.03547048229693697
934,-0.045043749558992936
935,-0.05649859431006087
936,-0.04429565263211009
937,-0.04544923310169763
938,-0.05788870639371005
939,-0.039743924100279146
940,-0.0430668825461814
941,-0.04228293770614423
942,-0.034577959651302725
943,-0.040793346075835894
944,-0.04872912220214559
945,-0.032946435885299725
946,-0.038015310474162366
947,-0.04384114970886003
948,-0.04700546461483218
949,-0.04952727534554753
950,-0.03274564039723343
951,-0.035078125243527554
952,-0.05025677400796778
953,-0.038827246262924005
954,-0.03827409331613872
955,-0.030002415522829826
956,-0.051645839836975786
957,-0.04198874700318152
958,-0.04165089647056004
959,-0.03786581344459757
960,-0.03845128271095241
961,-0.043287042231253584
962,-0.05034092573377887
963,-0.03409043920363281
964,-0.04674404104969256
965,-0.04968027603558177
966,-0.04235646532169726
967,-0.05486992998570002
968,-0.04126595946331275
969,-0.037608459362681666
970,-0.037196335072450314
971,-0.041360321522961145
972,-0.02979853244877312
973,-0.04600838908527337
974,-0.037302688917451435
975,-0.039444556981233884
976,-0.05450524606353515
977,-0.029486718896319597
978,-0.038390176705713194
979,-0.044847177455286207
980,-0.04307358554786048
981,-0.04228470116423196
982,-0.03665783864247541
983,-0.04448206099260838
984,-0.03289967065293079
985,-0.047723994859034786
986,-0.04337049762112338
987,-0.04743230516279186
988,-0.044533354850931246
989,-0.037696976934726165
990,-0.03604624490441906
991,-0.040116038316295996
992,-0.03982950130211839
993,-0.037271807066816307
994,-0.03779817316908241
995,-0.03285787093777519
996,-0.03984058983369505
997,-0.05237094165007687
998,-0.043731571866539115
999,-0.04521403326072786
